nan,"10_and
Under",11−15,16−20,21−25,26−30,31−35,36−40,41−45,46−50,51−55,56−60,61−65,"66_and
Over","Unknown
Age"
6258872,16083,41122,295608,634988,700752,708873,646577,570308,496736,479115,454947,382951,722175,108637
